;used_liter;image;cadran_1;cadran_2;cadran_3;cadran_4
327;52;1bac4cf72219617d39d5db4ad44bed1baaa30df3.jpg;X;X;5;2
328;232;13a852eaf64b536a4e0e41e9609cc92ec0fedead.jpg;X;2;3;2
329;48;06bddfc37fdcbbb68f00f76b9b619d22035bd286.jpg;X;X;4;8
330;52;0e3273c2747f5c63ce75c4e79ad440e89e204dfe.jpg;X;X;5;2
331;36;04f00f08ab175a6b86015b84940ef237946da1b2.jpg;X;X;3;6
332;22;094d20605f89748033c33443e0fa2bdba4c127ac.jpg;X;X;2;2
333;22;06ff061c463443253a9b6fa945a9ee9fd2f9953b.jpg;X;X;2;2
334;46;047202ee264b85e6cd14887597b0091c06e14671.jpg;X;X;4;6
335;66;07e86ec693974fbf776cf1762f386da5b54a0eba.jpg;X;X;6;6
336;40;22c83e3cc927a7d50dcaea9a12454a550dcf3812.jpg;X;X;4;0
337;63;22510f74cd738a97cc5d499439922127201da451.jpg;X;X;6;3
338;65;06e69ca9bf59312e2041f87dc67925c4a0f08430.jpg;X;X;6;5
339;56;19429fd994ef1c3606e29cd5c50dfae3544b631c.jpg;X;X;5;6
340;110;199e4f9dd98d8797f98813f2c646d720ea645db1.jpg;X;1;1;0
341;46;235c69959e8db76403cd279237125d51949eaf8f.jpg;X;X;4;6
342;50;077ab6467461c606127938624b27b0604c6df604.jpg;X;X;5;0
343;46;03b7bead12c27d365a5d203b51f08c6f56e7969d.jpg;X;X;4;6
344;32;0fa5c05eae31f738f18880d00c3a20bc076cb495.jpg;X;X;3;2
345;135;170cc2c99908a5d4c18f309dfe244167e6416318.jpg;X;1;3;5
346;64;038a14bfbc6d31090df2e91417c145c81d5539bc.jpg;X;X;6;4
347;43;2070d727689039703659f2b4ac48078ffbcc1603.jpg;X;X;4;3
348;23;0d6a35ef676a39945e80a23dd3d55cb6e7dfcd0e.jpg;X;X;2;3
349;77;1592ac464bafa097332373b44a0bc0a21c2a66d2.jpg;X;X;7;7
350;213;1410261f0344e8a8f64ebfb77477c93ab1037145.jpg;X;2;1;3
351;45;1bfcede437f42a5d1aabc734dbe952f0ca0a95b1.jpg;X;X;4;5
352;51;045236fe4f5105786400861b08b78e6ad849ea62.jpg;X;X;5;1
353;42;1ce8e986b4f49fa00ebf96b3e64ea226326e87af.jpg;X;X;4;2
354;180;150506b1a479dde8206087889ea9fe3ffc99b335.jpg;X;1;8;0
355;37;2140017c78aa8e9c5bf87a6f9483d44770327d2e.jpg;X;X;3;7
356;74;12f3b49b495578fc3faae1bb7dc9905affd92ed4.jpg;X;X;7;4
357;72;1b23bde5f77d2cfd61390ea9fe4e344a8d9c6df4.jpg;X;X;7;2
358;262;1622e1262c3371b16db3e742fed5f1237f59b8c0.jpg;X;2;6;2
359;35;0ed563ebf44130ed276f07324008b28d88d5f36c.jpg;X;X;3;5
360;43;21d38316dc24cd67c7f1dc715160f4b736052d86.jpg;X;X;4;3
361;92;13ca152e604837be2bdc660df2877bf415bb193b.jpg;X;X;9;2
362;226;18481f9c1d4d92698fd9c957703749a04d15058f.jpg;X;2;2;6
363;30;0e403444174002e29f29f6805f8aaf1a503340d8.jpg;X;X;3;0
364;194;087326912b4350ffaacdcb9fcee037447977441d.jpg;X;1;9;4
365;49;22693110d9402616cddb934a401ebc21f18f3d57.jpg;X;X;4;9
